STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19341001,0,0,0,383,0,0,10,0,0,139,0,0,65,0,0,102,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19341101,0,0,0,650,0,0,63,0,0,96,0,0,31,0,0,64,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19341201,51,0,0,736,0,0,250,0,0,8,0,0,-60,0,0,-26,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350101,76,0,0,716,0,0,0,0,0,-7,0,0,-84,0,0,-46,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350201,102,0,0,762,0,0,0,0,0,-11,0,0,-80,0,0,-46,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350301,76,0,0,471,0,0,0,0,0,65,0,0,-17,0,0,24,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350401,25,1,1,224,0,0,0,0,0,79,0,0,15,0,0,47,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350501,0,0,0,528,0,0,0,0,0,131,0,0,63,0,0,97,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350601,0,0,0,779,0,0,0,0,0,212,0,0,139,0,0,176,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350701,0,0,0,341,0,0,0,0,0,265,0,0,198,0,0,232,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350801,0,0,0,193,0,0,0,0,0,251,0,0,174,0,0,212,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19350901,0,0,0,656,0,0,0,0,0,192,0,0,115,0,0,154,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19351001,0,0,0,403,0,0,0,0,0,152,0,0,66,0,0,109,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19351101,25,0,0,404,0,0,0,0,0,82,0,0,20,0,0,51,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19351201,178,0,0,817,0,0,0,0,0,-17,0,0,-68,0,0,-43,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360101,102,0,0,576,0,0,3,0,0,-22,0,0,-77,0,0,-49,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360201,51,0,0,603,0,0,0,0,0,-36,0,0,-115,0,0,-75,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360301,457,0,0,1788,0,0,18,0,0,53,0,0,-19,0,0,17,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360401,25,0,0,455,0,0,0,0,0,78,0,0,2,0,0,40,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360501,0,0,0,235,0,0,0,0,0,166,0,0,72,0,0,119,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360601,0,0,0,276,0,0,0,0,0,230,0,0,141,0,0,185,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360701,0,0,0,275,0,0,0,0,0,258,0,0,178,0,0,218,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360801,0,0,0,493,0,0,0,0,0,250,0,0,169,0,0,209,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19360901,0,0,0,740,0,0,0,0,0,215,0,0,135,0,0,175,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19361001,0,0,0,736,0,0,0,0,0,148,0,0,71,0,0,109,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19361101,76,0,0,448,0,0,0,0,0,51,0,0,-17,0,0,17,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19361201,102,0,0,443,0,0,13,0,0,42,0,0,-22,0,0,10,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370101,102,0,0,1122,0,0,246,0,0,43,0,0,-39,0,0,2,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370201,127,2,2,540,0,0,280,0,0,18,0,0,-55,0,0,-19,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370301,457,1,1,460,0,0,368,0,0,4,0,0,-50,0,0,-23,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370401,0,0,0,1164,0,0,14,0,0,100,0,0,23,0,0,61,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370501,0,0,0,769,0,0,0,0,0,168,0,0,89,0,0,128,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370601,0,0,0,1510,0,0,0,0,0,217,0,0,151,0,0,184,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370701,0,0,0,763,0,0,0,0,0,251,0,0,183,0,0,217,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370801,0,0,0,530,0,0,0,0,0,266,0,0,193,0,0,229,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19370901,0,0,0,278,0,0,0,0,0,205,0,0,122,0,0,163,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19371001,25,0,0,909,0,0,20,0,0,124,0,0,54,0,0,89,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19371101,25,0,0,593,0,0,132,0,0,72,0,0,10,0,0,41,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19371201,584,0,0,960,0,0,973,0,0,3,0,0,-49,0,0,-23,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380101,254,0,0,508,0,0,472,0,0,-5,0,0,-79,0,0,-42,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380201,102,0,0,1074,0,0,250,0,0,22,0,0,-61,0,0,-19,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380301,76,0,0,468,0,0,77,0,0,82,0,0,-17,0,0,32,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380401,51,0,0,516,0,0,178,0,0,114,0,0,36,0,0,75,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380501,0,0,0,523,0,0,0,0,0,173,0,0,90,0,0,131,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380601,0,0,0,578,0,0,0,0,0,220,0,0,148,0,0,184,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380701,0,0,0,523,0,0,0,0,0,254,0,0,187,0,0,220,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380801,0,0,0,826,0,0,0,0,0,258,0,0,190,0,0,224,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19380901,0,0,0,908,0,0,0,0,0,191,0,0,110,0,0,151,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19381001,0,0,0,95,0,0,0,0,0,155,0,0,83,0,0,119,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19381101,127,0,0,965,0,0,284,0,0,104,0,0,23,0,0,63,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19381201,152,0,0,577,0,0,364,0,0,25,0,0,-33,0,0,-4,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390101,305,0,0,739,0,0,677,0,0,6,0,0,-70,0,0,-32,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390201,279,0,0,890,0,0,389,0,0,14,0,0,-66,0,0,-26,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390301,76,0,0,749,0,0,262,0,0,27,0,0,-46,0,0,-10,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390401,102,0,0,624,0,0,87,0,0,74,0,0,4,0,0,39,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390501,0,0,0,500,0,0,0,0,0,176,0,0,87,0,0,131,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390601,0,0,0,446,0,0,0,0,0,226,0,0,148,0,0,187,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390701,0,0,0,384,0,0,0,0,0,253,0,0,175,0,0,214,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390801,0,0,0,962,0,0,0,0,0,251,0,0,185,0,0,218,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19390901,0,0,0,794,0,0,0,0,0,212,0,0,130,0,0,171,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19391001,0,0,0,464,0,0,0,0,0,151,0,0,72,0,0,111,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19391101,0,0,0,135,0,0,13,0,0,63,0,0,3,0,0,33,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19391201,102,0,0,764,0,0,222,0,0,32,0,0,-28,0,0,2,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400101,279,0,0,630,0,0,702,0,0,-50,0,0,-105,0,0,-77,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400201,279,0,0,943,0,0,515,0,0,-10,0,0,-69,0,0,-39,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400301,203,0,0,599,0,0,402,0,0,6,0,0,-62,0,0,-28,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400401,127,0,0,588,0,0,130,0,0,91,0,0,0,0,0,45,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400501,0,0,0,898,0,0,0,0,0,165,0,0,69,0,0,117,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400601,0,0,0,1128,0,0,0,0,0,209,0,0,136,0,0,173,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400701,0,1,1,351,0,0,0,1,1,243,1,1,173,1,1,208,1,1
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400801,0,0,0,793,0,0,0,0,0,251,0,0,166,0,0,209,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19400901,0,0,0,947,0,0,0,0,0,195,0,0,127,0,0,161,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19401001,0,0,0,292,0,0,0,0,0,132,0,0,57,0,0,95,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19401101,152,0,0,1114,0,0,445,0,0,72,0,0,9,0,0,40,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19401201,254,0,0,854,0,0,308,0,0,37,0,0,-28,0,0,5,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410101,152,0,0,601,0,0,442,0,0,-11,0,0,-73,0,0,-42,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410201,254,0,0,523,0,0,588,0,0,-18,0,0,-76,0,0,-47,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410301,76,0,0,511,0,0,237,0,0,2,0,0,-69,0,0,-33,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410401,0,0,0,431,0,0,0,0,0,138,0,0,43,0,0,90,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410501,0,0,0,284,0,0,0,0,0,165,0,0,86,0,0,125,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410601,0,0,0,209,0,0,0,0,0,223,0,0,155,0,0,189,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410701,0,0,0,855,0,0,0,0,0,261,0,0,185,0,0,223,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410801,0,0,0,269,0,0,0,0,0,236,0,0,162,0,0,199,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19410901,0,0,0,221,0,0,0,0,0,230,0,0,138,0,0,184,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19411001,0,0,0,611,0,0,0,0,0,152,0,0,80,0,0,116,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19411101,76,0,0,777,0,0,127,0,0,93,0,0,38,0,0,65,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19411201,127,0,0,346,0,0,200,0,0,42,0,0,-21,0,0,10,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420101,381,0,0,827,0,0,788,0,0,-10,0,0,-76,0,0,-43,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420201,254,0,0,1083,0,0,413,0,0,-29,0,0,-94,0,0,-61,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420301,330,1,1,962,0,0,349,0,0,56,0,0,-11,0,0,23,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420401,102,0,0,549,0,0,105,0,0,121,0,0,43,0,0,82,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420501,0,0,0,955,0,0,0,0,0,176,0,0,96,0,0,136,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420601,0,0,0,196,0,0,0,0,0,227,0,0,148,0,0,187,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420701,0,0,0,618,0,0,0,0,0,234,0,0,166,0,0,200,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420801,0,0,0,622,0,0,0,0,0,233,0,0,165,0,0,199,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19420901,0,0,0,866,0,0,0,0,0,207,0,0,126,0,0,167,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19421001,0,0,0,793,0,0,0,0,0,152,1,1,81,0,0,116,1,1
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19421101,76,0,0,1083,0,0,221,0,0,83,0,0,10,0,0,46,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19421201,305,0,0,1275,0,0,679,0,0,-8,0,0,-66,0,0,-37,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430101,254,0,0,503,0,0,429,0,0,-22,0,0,-96,0,0,-59,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430201,203,0,0,585,0,0,450,0,0,10,0,0,-78,0,0,-34,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430301,178,0,0,621,0,0,266,0,0,35,0,0,-54,0,0,-10,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430401,25,0,0,945,0,0,129,0,0,67,0,0,-13,0,0,27,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430501,0,0,0,894,0,0,0,0,0,151,0,0,69,0,0,110,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430601,0,0,0,704,0,0,0,0,0,228,0,0,148,0,0,188,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430701,-9999,0,0,288,0,0,-9999,0,0,252,0,0,179,0,0,216,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430801,-9999,0,0,600,0,0,-9999,0,0,240,0,0,170,0,0,205,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19430901,-9999,0,0,576,0,0,-9999,0,0,208,0,0,122,0,0,165,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19431001,-9999,0,0,658,0,0,-9999,0,0,138,0,0,61,0,0,99,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19431101,-9999,0,0,585,0,0,-9999,0,0,65,0,0,3,0,0,34,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19431201,-9999,0,0,37,0,0,-9999,0,0,8,0,0,-63,0,0,-28,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19440101,-9999,0,0,235,0,0,-9999,0,0,15,0,0,-41,0,0,-13,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19440201,-9999,0,0,515,0,0,-9999,0,0,2,0,0,-69,0,0,-33,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19440301,-9999,0,0,551,0,0,-9999,0,0,28,0,0,-52,0,0,-12,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19440401,-9999,0,0,591,0,0,-9999,0,0,85,0,0,3,0,0,44,0,0
GHCND:USC00301010,BUFFALO NY US,250.9,42.88333,-78.88333,19440501,-9999,0,0,654,0,0,-9999,0,0,207,0,0,110,0,0,159,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19380501,-9999,0,0,729,0,0,-9999,0,0,187,0,0,75,0,0,131,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19380601,-9999,0,0,710,0,0,-9999,0,0,245,0,0,124,0,0,185,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19380701,-9999,0,0,491,0,0,-9999,0,0,275,0,0,163,0,0,219,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19380801,-9999,0,0,920,0,0,-9999,0,0,278,0,0,168,0,0,223,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19380901,-9999,0,0,1436,0,0,-9999,0,0,197,0,0,86,0,0,142,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19381001,-9999,0,0,108,0,0,-9999,0,0,164,0,0,54,0,0,109,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19381101,-9999,0,0,1095,0,0,-9999,0,0,107,0,0,-4,0,0,51,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19381201,-9999,0,0,519,0,0,-9999,0,0,22,0,0,-39,0,0,-9,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390101,-9999,0,0,616,0,0,-9999,0,0,4,0,0,-84,0,0,-40,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390201,330,0,0,839,0,0,298,1,1,11,0,0,-76,0,0,-33,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390301,76,0,0,834,0,0,152,0,0,33,0,0,-53,0,0,-10,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390401,0,0,0,772,0,0,42,0,0,92,0,0,7,0,0,49,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390501,-9999,0,0,467,0,0,-9999,0,0,199,0,0,79,0,0,139,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390601,-9999,0,0,595,0,0,-9999,0,0,243,0,0,135,0,0,189,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390701,-9999,0,0,372,0,0,-9999,0,0,276,0,0,153,0,0,214,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390801,-9999,0,0,1080,0,0,-9999,0,0,276,0,0,158,0,0,217,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19390901,-9999,0,0,858,0,0,-9999,0,0,220,0,0,111,0,0,165,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19391001,-9999,0,0,497,0,0,-9999,0,0,153,0,0,50,0,0,102,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19391101,-9999,0,0,147,0,0,-9999,0,0,63,0,0,-15,0,0,24,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,214.9,42.93333,-78.73333,19391201,-9999,0,0,676,0,0,-9999,0,0,28,0,0,-40,0,0,-6,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400101,-9999,0,0,353,0,0,-9999,0,0,-52,0,0,-117,0,0,-85,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400201,-9999,0,0,874,0,0,-9999,0,0,-11,0,0,-83,0,0,-47,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400301,-9999,0,0,579,0,0,-9999,0,0,2,0,0,-65,0,0,-32,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400401,-9999,0,0,629,0,0,-9999,0,0,101,0,0,-4,0,0,48,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400501,-9999,0,0,938,0,0,-9999,0,0,183,0,0,72,0,0,128,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400601,-9999,0,0,1174,0,0,-9999,0,0,232,0,0,126,0,0,179,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400701,-9999,0,0,333,0,0,-9999,0,0,272,0,0,152,0,0,212,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400801,-9999,0,0,842,0,0,-9999,0,0,261,0,0,142,0,0,202,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19400901,-9999,0,0,775,0,0,-9999,0,0,206,0,0,98,0,0,152,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19401001,-9999,0,0,339,0,0,-9999,0,0,138,0,0,28,0,0,83,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19401101,-9999,0,0,1562,0,0,-9999,0,0,70,0,0,1,0,0,35,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19401201,-9999,0,0,825,0,0,-9999,0,0,38,0,0,-37,0,0,0,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410101,-9999,0,0,562,0,0,-9999,0,0,-10,0,0,-78,0,0,-44,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410201,-9999,0,0,359,0,0,-9999,0,0,-16,0,0,-87,0,0,-51,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410301,-9999,0,0,516,0,0,-9999,0,0,14,0,0,-74,0,0,-30,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410401,-9999,0,0,645,0,0,-9999,0,0,162,0,0,31,0,0,96,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410501,-9999,0,0,318,0,0,-9999,0,0,195,0,0,76,0,0,136,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410601,-9999,0,0,229,0,0,-9999,0,0,261,0,0,137,0,0,199,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410701,-9999,0,0,997,0,0,-9999,0,0,285,0,0,162,0,0,223,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410801,-9999,0,0,422,0,0,-9999,0,0,251,0,0,132,0,0,192,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19410901,-9999,0,0,359,0,0,-9999,0,0,245,0,0,114,0,0,179,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19411001,-9999,0,0,1032,0,0,-9999,0,0,159,0,0,66,0,0,113,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19411101,-9999,0,0,810,0,0,-9999,0,0,93,0,0,28,0,0,61,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19411201,-9999,0,0,504,0,0,-9999,0,0,45,0,0,-32,0,0,7,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19420101,-9999,0,0,668,0,0,-9999,0,0,-9,0,0,-79,0,0,-44,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19420201,-9999,0,0,933,0,0,-9999,0,0,-30,0,0,-101,0,0,-66,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19420301,-9999,0,0,983,0,0,-9999,0,0,58,0,0,-14,0,0,22,0,0
GHCND:USW00014733,BUFFALO NIAGARA INTERNATIONAL AIRPORT NY US,217,42.93333,-78.73333,19420401,-9999,0,0,615,0,0,-9999,0,0,147,0,0,40,0,0,94,0,0
